Chr_19	35515	2.5
Chr_19	39527	2.5
Chr_19	41068	2.5
Chr_19	54512	2.5
Chr_19	57873	2.5
Chr_19	57892	2.5
Chr_19	59751	2.5
Chr_19	63408	2.5
Chr_19	64028	2.5
Chr_19	68479	2.5
Chr_19	70201	2.5
Chr_19	70312	2.5
Chr_19	70627	2.5
Chr_19	74880	2.5
Chr_19	80887	2.5
Chr_19	84421	2.5
Chr_19	102438	2.5
Chr_19	110613	2.5
Chr_19	127709	2.5
Chr_19	140725	2.5
Chr_19	144117	2.5
Chr_19	152536	2.5
Chr_19	167439	2.5
Chr_19	168161	2.5
Chr_19	168174	2.5
Chr_19	168200	2.5
Chr_19	182539	2.5
Chr_19	193013	2.5
Chr_19	196934	2.5
Chr_19	197302	2.5
Chr_19	202601	2.5
Chr_19	202631	2.5
Chr_19	212520	2.5
Chr_19	212563	2.5
Chr_19	220615	2.5
Chr_19	223773	2.5
Chr_19	226179	2.5
Chr_19	229366	2.5
Chr_19	230012	2.5
Chr_19	236139	2.5
Chr_19	237127	2.5
Chr_19	237134	2.5
Chr_19	251510	2.5
Chr_19	252360	2.5
Chr_19	270065	2.5
Chr_19	284568	2.5
Chr_19	285657	2.5
Chr_19	285658	2.5
Chr_19	288142	2.5
Chr_19	288180	2.5
Chr_19	289781	2.5
Chr_19	348261	2.5
Chr_19	368810	2.5
Chr_19	372504	2.5
Chr_19	372959	2.5
Chr_19	400376	2.5
Chr_19	406126	2.5
Chr_19	407774	2.5
Chr_19	416152	2.5
Chr_19	422405	2.5
Chr_19	428500	2.5
Chr_19	450915	2.5
Chr_19	450997	2.5
Chr_19	451047	2.5
Chr_19	455239	2.5
Chr_19	460236	2.5
Chr_19	460289	2.5
Chr_19	462393	2.5
Chr_19	467129	2.5
Chr_19	467391	2.5
Chr_19	467409	2.5
Chr_19	468255	2.5
Chr_19	503008	2.5
Chr_19	503067	2.5
Chr_19	503841	2.5
Chr_19	508501	2.5
Chr_19	509363	2.5
Chr_19	515890	2.5
Chr_19	520376	2.5
Chr_19	521493	2.5
Chr_19	537362	2.5
Chr_19	542526	2.5
Chr_19	548274	2.5
Chr_19	551002	2.5
Chr_19	551016	2.5
Chr_19	557188	2.5
Chr_19	557209	2.5
Chr_19	557213	2.5
Chr_19	557270	2.5
Chr_19	563068	2.5
